Time         Phi1         Phi2         Phi3         Phi4         
3.7897e-4    -9.6901      -9.6902      -9.6409      3.4412e-4    
3.7906e-4    -9.6751      -9.6751      -9.6407      3.3313e-4    
3.7925e-4    -9.6439      -9.6439      -9.6401      3.1544e-4    
3.7935e-4    -9.6278      -9.6278      -9.6398      3.0798e-4    
3.7949e-4    -9.6029      -9.6030      -9.6393      2.9901e-4    
3.7964e-4    -9.5773      -9.5774      -9.6388      2.9157e-4    
3.7978e-4    -9.5509      -9.5510      -9.6381      2.8608e-4    
3.8000e-4    -9.5099      -9.5099      -9.6371      2.7999e-4    
3.8027e-4    -9.4561      -9.4561      -9.6357      2.7619e-4    
3.8054e-4    -9.3996      -9.3996      -9.6340      2.7512e-4    
3.8081e-4    -9.3404      -9.3404      -9.6321      2.7661e-4    
3.8108e-4    -9.2785      -9.2785      -9.6301      2.7953e-4    
3.8141e-4    -9.1974      -9.1974      -9.6272      2.8523e-4    
3.8175e-4    -9.1122      -9.1122      -9.6240      2.9204e-4    
3.8209e-4    -9.0229      -9.0228      -9.6204      3.0005e-4    
3.8243e-4    -8.9295      -8.9295      -9.6164      3.0841e-4    
3.8264e-4    -8.8691      -8.8691      -9.6137      3.1403e-4    
3.8285e-4    -8.8071      -8.8071      -9.6109      3.1956e-4    
3.8306e-4    -8.7436      -8.7436      -9.6079      3.2534e-4    
3.8348e-4    -8.6121      -8.6120      -9.6015      3.3677e-4    
3.8390e-4    -8.4744      -8.4744      -9.5944      3.4830e-4    
3.8432e-4    -8.3309      -8.3308      -9.5867      3.5964e-4    
3.8475e-4    -8.1814      -8.1814      -9.5783      3.7088e-4    
3.8517e-4    -8.0263      -8.0262      -9.5692      3.8180e-4    
3.8559e-4    -7.8655      -7.8654      -9.5593      3.9254e-4    
3.8585e-4    -7.7622      -7.7621      -9.5528      3.9898e-4    
3.8612e-4    -7.6568      -7.6567      -9.5459      4.0549e-4    
3.8638e-4    -7.5493      -7.5492      -9.5388      4.1169e-4    
3.8664e-4    -7.4397      -7.4396      -9.5314      4.1793e-4    
3.8717e-4    -7.2144      -7.2143      -9.5156      4.2988e-4    
3.8770e-4    -6.9812      -6.9811      -9.4986      4.4121e-4    
3.8822e-4    -6.7404      -6.7402      -9.4803      4.5205e-4    
3.8875e-4    -6.4922      -6.4920      -9.4607      4.6224e-4    
3.8928e-4    -6.2368      -6.2367      -9.4397      4.7190e-4    
3.8980e-4    -5.9746      -5.9745      -9.4174      4.8090e-4    
3.9033e-4    -5.7059      -5.7058      -9.3937      4.8935e-4    
3.9086e-4    -5.4309      -5.4308      -9.3686      4.9712e-4    
3.9138e-4    -5.1500      -5.1498      -9.3421      5.0431e-4    
3.9171e-4    -4.9715      -4.9714      -9.3248      5.0833e-4    
3.9204e-4    -4.7910      -4.7908      -9.3069      5.1238e-4    
3.9237e-4    -4.6083      -4.6081      -9.2885      5.1589e-4    
3.9270e-4    -4.4237      -4.4235      -9.2695      5.1943e-4    
3.9303e-4    -4.2372      -4.2370      -9.2499      5.2244e-4    
3.9336e-4    -4.0488      -4.0486      -9.2297      5.2545e-4    
3.9369e-4    -3.8588      -3.8586      -9.2090      5.2796e-4    
3.9435e-4    -3.4738      -3.4736      -9.1658      5.3277e-4    
3.9501e-4    -3.0828      -3.0826      -9.1203      5.3583e-4    
3.9567e-4    -2.6866      -2.6864      -9.0724      5.3857e-4    
3.9632e-4    -2.2858      -2.2855      -9.0222      5.3956e-4    
3.9698e-4    -1.8810      -1.8808      -8.9696      5.4019e-4    
3.9764e-4    -1.4731      -1.4728      -8.9147      5.3908e-4    
3.9830e-4    -1.0626      -1.0623      -8.8574      5.3761e-4    
3.9896e-4    -0.6503      -0.6500      -8.7979      5.3442e-4    
3.9962e-4    -0.2368      -0.2366      -8.7360      5.3085e-4    
4.0028e-4    0.1769       0.1772       -8.6719      5.2559e-4    
4.0094e-4    0.5904       0.5907       -8.6055      5.1996e-4    
4.0135e-4    0.8484       0.8487       -8.5629      5.1522e-4    
4.0176e-4    1.1058       1.1061       -8.5195      5.1112e-4    
4.0217e-4    1.3625       1.3628       -8.4752      5.0561e-4    
4.0258e-4    1.6183       1.6186       -8.4300      5.0071e-4    
4.0299e-4    1.8729       1.8732       -8.3840      4.9444e-4    
4.0382e-4    2.3784       2.3787       -8.2897      4.8258e-4    
4.0464e-4    2.8774       2.8778       -8.1922      4.6751e-4    
4.0546e-4    3.3688       3.3691       -8.0916      4.5276e-4    
4.0629e-4    3.8512       3.8515       -7.9882      4.3490e-4    
4.0711e-4    4.3232       4.3236       -7.8819      4.1741e-4    
4.0793e-4    4.7837       4.7840       -7.7729      3.9693e-4    
4.0876e-4    5.2314       5.2317       -7.6614      3.7689e-4    
4.0958e-4    5.6651       5.6654       -7.5476      3.5400e-4    
4.1040e-4    6.0836       6.0840       -7.4315      3.3164e-4    
4.1092e-4    6.3370       6.3374       -7.3580      3.1557e-4    
4.1143e-4    6.5838       6.5841       -7.2836      3.0122e-4    
4.1246e-4    7.0564       7.0567       -7.1328      2.6859e-4    
4.1349e-4    7.4995       7.4999       -6.9795      2.3575e-4    
4.1452e-4    7.9113       7.9116       -6.8241      2.0056e-4    
4.1555e-4    8.2900       8.2904       -6.6669      1.6538e-4    
4.1658e-4    8.6341       8.6344       -6.5083      1.2817e-4    
4.1761e-4    8.9420       8.9424       -6.3488      9.1248e-5    
4.1825e-4    9.1156       9.1159       -6.2488      6.6775e-5    
4.1889e-4    9.2743       9.2746       -6.1486      4.3604e-5    
4.1954e-4    9.4178       9.4181       -6.0484      1.8749e-5    
4.2018e-4    9.5460       9.5463       -5.9483      -4.7496e-6   
4.2082e-4    9.6585       9.6589       -5.8484      -2.9809e-5   
4.2147e-4    9.7553       9.7556       -5.7487      -5.3465e-5   
4.2211e-4    9.8362       9.8365       -5.6494      -7.8562e-5   
4.2275e-4    9.9010       9.9013       -5.5506      -1.0221e-4   
4.2340e-4    9.9496       9.9499       -5.4524      -1.2718e-4   
4.2404e-4    9.9820       9.9823       -5.3549      -1.5066e-4   
4.2468e-4    9.9980       9.9983       -5.2581      -1.7534e-4   
4.2533e-4    9.9978       9.9981       -5.1623      -1.9849e-4   
4.2597e-4    9.9812       9.9815       -5.0673      -2.2273e-4   
4.2661e-4    9.9483       9.9486       -4.9735      -2.4539e-4   
4.2726e-4    9.8992       9.8994       -4.8808      -2.6904e-4   
4.2790e-4    9.8338       9.8341       -4.7894      -2.9105e-4   
4.2854e-4    9.7525       9.7528       -4.6994      -3.1394e-4   
4.2919e-4    9.6552       9.6555       -4.6108      -3.3516e-4   
4.2983e-4    9.5421       9.5424       -4.5237      -3.5715e-4   
4.3047e-4    9.4135       9.4137       -4.4382      -3.7743e-4   
4.3112e-4    9.2694       9.2697       -4.3544      -3.9838e-4   
4.3176e-4    9.1103       9.1105       -4.2724      -4.1758e-4   
4.3240e-4    8.9362       8.9365       -4.1922      -4.3735e-4   
4.3305e-4    8.7476       8.7479       -4.1140      -4.5534e-4   
4.3369e-4    8.5447       8.5449       -4.0377      -4.7382e-4   
4.3465e-4    8.2142       8.2145       -3.9273      -4.9900e-4   
4.3514e-4    8.0376       8.0379       -3.8739      -5.1121e-4   
4.3562e-4    7.8536       7.8539       -3.8217      -5.2294e-4   
4.3610e-4    7.6624       7.6626       -3.7708      -5.3428e-4   
4.3658e-4    7.4641       7.4644       -3.7213      -5.4512e-4   
4.3707e-4    7.2590       7.2593       -3.6730      -5.5556e-4   
4.3755e-4    7.0472       7.0475       -3.6260      -5.6548e-4   
4.3803e-4    6.8290       6.8292       -3.5805      -5.7497e-4   
4.3851e-4    6.6044       6.6047       -3.5363      -5.8394e-4   
4.3900e-4    6.3738       6.3741       -3.4935      -5.9246e-4   
4.3948e-4    6.1374       6.1376       -3.4521      -6.0043e-4   
4.3996e-4    5.8953       5.8955       -3.4122      -6.0794e-4   
4.4044e-4    5.6478       5.6480       -3.3737      -6.1490e-4   
4.4093e-4    5.3951       5.3953       -3.3367      -6.2137e-4   
4.4141e-4    5.1374       5.1376       -3.3011      -6.2728e-4   
4.4189e-4    4.8750       4.8753       -3.2671      -6.3269e-4   
4.4261e-4    4.4731       4.4734       -3.2188      -6.3994e-4   
4.4334e-4    4.0620       4.0622       -3.1739      -6.4560e-4   
4.4370e-4    3.8532       3.8535       -3.1527      -6.4798e-4   
4.4406e-4    3.6425       3.6427       -3.1324      -6.5025e-4   
4.4442e-4    3.4298       3.4300       -3.1130      -6.5200e-4   
4.4478e-4    3.2154       3.2156       -3.0944      -6.5364e-4   
4.4515e-4    2.9993       2.9996       -3.0767      -6.5476e-4   
4.4551e-4    2.7817       2.7819       -3.0598      -6.5576e-4   
4.4587e-4    2.5626       2.5629       -3.0438      -6.5626e-4   
4.4623e-4    2.3422       2.3425       -3.0286      -6.5662e-4   
4.4659e-4    2.1206       2.1209       -3.0143      -6.5649e-4   
4.4696e-4    1.8979       1.8982       -3.0009      -6.5621e-4   
4.4732e-4    1.6743       1.6745       -2.9883      -6.5545e-4   
4.4768e-4    1.4497       1.4499       -2.9766      -6.5454e-4   
4.4804e-4    1.2244       1.2247       -2.9658      -6.5315e-4   
4.4840e-4    0.9985       0.9987       -2.9557      -6.5161e-4   
4.4876e-4    0.7720       0.7723       -2.9466      -6.4960e-4   
4.4931e-4    0.4317       0.4319       -2.9344      -6.4630e-4   
4.4958e-4    0.2613       0.2615       -2.9290      -6.4392e-4   
4.4985e-4    0.0908       0.0910       -2.9241      -6.4211e-4   
4.5012e-4    -0.0796      -0.0794      -2.9196      -6.3940e-4   
4.5039e-4    -0.2501      -0.2498      -2.9157      -6.3723e-4   
4.5066e-4    -0.4205      -0.4202      -2.9121      -6.3419e-4   
4.5094e-4    -0.5908      -0.5905      -2.9091      -6.3165e-4   
4.5121e-4    -0.7609      -0.7606      -2.9065      -6.2828e-4   
4.5148e-4    -0.9308      -0.9305      -2.9043      -6.2538e-4   
4.5175e-4    -1.1004      -1.1002      -2.9026      -6.2170e-4   
4.5202e-4    -1.2697      -1.2695      -2.9014      -6.1844e-4   
4.5229e-4    -1.4386      -1.4384      -2.9006      -6.1444e-4   
4.5250e-4    -1.5651      -1.5648      -2.9002      -6.1179e-4   
4.5270e-4    -1.6912      -1.6910      -2.9002      -6.0856e-4   
4.5290e-4    -1.8171      -1.8169      -2.9003      -6.0571e-4   
4.5311e-4    -1.9427      -1.9425      -2.9008      -6.0231e-4   
4.5331e-4    -2.0680      -2.0677      -2.9014      -5.9926e-4   
4.5351e-4    -2.1929      -2.1927      -2.9023      -5.9569e-4   
4.5372e-4    -2.3175      -2.3173      -2.9035      -5.9244e-4   
4.5387e-4    -2.4107      -2.4105      -2.9045      -5.8960e-4   
4.5402e-4    -2.5037      -2.5034      -2.9057      -5.8709e-4   
4.5418e-4    -2.5964      -2.5962      -2.9069      -5.8417e-4   
4.5433e-4    -2.6889      -2.6887      -2.9084      -5.8154e-4   
4.5444e-4    -2.7581      -2.7579      -2.9095      -5.7924e-4   
4.5456e-4    -2.8272      -2.8269      -2.9107      -5.7724e-4   
4.5464e-4    -2.8789      -2.8786      -2.9117      -5.7546e-4   
4.5471e-4    -2.9176      -2.9174      -2.9124      -5.7435e-4   
4.5484e-4    -2.9949      -2.9947      -2.9140      -5.7177e-4   
4.5493e-4    -3.0528      -3.0525      -2.9152      -5.7015e-4   
4.5503e-4    -3.1105      -3.1103      -2.9165      -5.6979e-4   
4.5513e-4    -3.1682      -3.1679      -2.9179      -5.8218e-4   
4.5517e-4    -3.1969      -3.1967      -2.9186      -6.1045e-4   
4.5521e-4    -3.2185      -3.2182      -2.9192      -6.6617e-4   
4.5523e-4    -3.2319      -3.2317      -2.9197      -7.2870e-4   
4.5525e-4    -3.2420      -3.2418      -2.9200      -8.0329e-4   
4.5526e-4    -3.2496      -3.2493      -2.9203      -8.7829e-4   
4.5528e-4    -3.2572      -3.2569      -2.9207      -9.7998e-4   
4.5529e-4    -3.2685      -3.2683      -2.9213      -0.0011      
4.5531e-4    -3.2799      -3.2796      -2.9220      -0.0015      
4.5532e-4    -3.2855      -3.2853      -2.9225      -0.0017      
4.5533e-4    -3.2912      -3.2909      -2.9230      -0.0019      
4.5534e-4    -3.2983      -3.2980      -2.9238      -0.0023      
4.5536e-4    -3.3054      -3.3051      -2.9247      -0.0028      
4.5536e-4    -3.3098      -3.3095      -2.9253      -0.0031      
4.5537e-4    -3.3142      -3.3139      -2.9260      -0.0035      
4.5538e-4    -3.3197      -3.3195      -2.9271      -0.0041      
4.5539e-4    -3.3253      -3.3250      -2.9282      -0.0047      
4.5540e-4    -3.3308      -3.3305      -2.9295      -0.0054      
4.5541e-4    -3.3349      -3.3347      -2.9306      -0.0060      
4.5541e-4    -3.3391      -3.3388      -2.9318      -0.0066      
4.5542e-4    -3.3453      -3.3450      -2.9337      -0.0077      
4.5544e-4    -3.3577      -3.3574      -2.9384      -0.0101      
4.5545e-4    -3.3624      -3.3621      -2.9403      -0.0111      
4.5546e-4    -3.3653      -3.3650      -2.9416      -0.0117      
4.5546e-4    -3.3675      -3.3672      -2.9426      -0.0122      
4.5547e-4    -3.3707      -3.3705      -2.9441      -0.0130      
4.5548e-4    -3.3756      -3.3754      -2.9466      -0.0141      
4.5548e-4    -3.3806      -3.3803      -2.9492      -0.0153      
4.5550e-4    -3.3879      -3.3876      -2.9533      -0.0172      
4.5550e-4    -3.3916      -3.3913      -2.9555      -0.0181      
4.5551e-4    -3.3944      -3.3941      -2.9572      -0.0188      
4.5552e-4    -3.3999      -3.3996      -2.9606      -0.0202      
4.5552e-4    -3.4033      -3.4031      -2.9628      -0.0210      
4.5553e-4    -3.4085      -3.4082      -2.9663      -0.0223      
4.5554e-4    -3.4137      -3.4134      -2.9698      -0.0236      
4.5555e-4    -3.4188      -3.4186      -2.9735      -0.0248      
4.5557e-4    -3.4292      -3.4289      -2.9811      -0.0272      
4.5558e-4    -3.4356      -3.4354      -2.9860      -0.0286      
4.5559e-4    -3.4421      -3.4418      -2.9910      -0.0300      
4.5560e-4    -3.4469      -3.4467      -2.9948      -0.0309      
4.5561e-4    -3.4542      -3.4539      -3.0007      -0.0323      
4.5562e-4    -3.4614      -3.4612      -3.0067      -0.0336      
4.5564e-4    -3.4705      -3.4702      -3.0144      -0.0351      
4.5565e-4    -3.4796      -3.4793      -3.0222      -0.0364      
4.5567e-4    -3.4909      -3.4906      -3.0321      -0.0378      
4.5568e-4    -3.4994      -3.4991      -3.0397      -0.0388      
4.5571e-4    -3.5121      -3.5119      -3.0512      -0.0399      
4.5572e-4    -3.5217      -3.5214      -3.0599      -0.0407      
4.5575e-4    -3.5360      -3.5357      -3.0732      -0.0415      
4.5577e-4    -3.5467      -3.5464      -3.0833      -0.0420      
4.5579e-4    -3.5628      -3.5625      -3.0985      -0.0424      
4.5581e-4    -3.5728      -3.5726      -3.1081      -0.0426      
4.5584e-4    -3.5929      -3.5926      -3.1274      -0.0426      
4.5588e-4    -3.6130      -3.6127      -3.1469      -0.0423      
4.5591e-4    -3.6330      -3.6328      -3.1665      -0.0418      
4.5593e-4    -3.6456      -3.6453      -3.1788      -0.0414      
4.5598e-4    -3.6706      -3.6703      -3.2035      -0.0403      
4.5602e-4    -3.6956      -3.6953      -3.2282      -0.0391      
4.5607e-4    -3.7268      -3.7265      -3.2593      -0.0375      
4.5613e-4    -3.7580      -3.7577      -3.2903      -0.0357      
4.5618e-4    -3.7891      -3.7888      -3.3214      -0.0339      
4.5625e-4    -3.8279      -3.8276      -3.3603      -0.0316      
4.5631e-4    -3.8667      -3.8664      -3.3991      -0.0294      
4.5641e-4    -3.9247      -3.9244      -3.4573      -0.0263      
4.5651e-4    -3.9826      -3.9823      -3.5154      -0.0234      
4.5664e-4    -4.0548      -4.0544      -3.5877      -0.0201      
4.5680e-4    -4.1446      -4.1442      -3.6778      -0.0166      
4.5699e-4    -4.2563      -4.2559      -3.7899      -0.0130      
4.5729e-4    -4.4226      -4.4222      -3.9566      -0.0088      
4.5758e-4    -4.5874      -4.5870      -4.1219      -0.0057      
4.5787e-4    -4.7507      -4.7503      -4.2855      -0.0036      
4.5824e-4    -4.9525      -4.9520      -4.4877      -0.0017      
4.5861e-4    -5.1516      -5.1512      -4.6873      -4.5526e-4   
4.5916e-4    -5.4452      -5.4447      -4.9814      7.3709e-4    
4.5971e-4    -5.7322      -5.7317      -5.2691      0.0014       
4.6040e-4    -6.0813      -6.0807      -5.6190      0.0019       
4.6092e-4    -6.3356      -6.3351      -5.8741      0.0021       
4.6143e-4    -6.5834      -6.5828      -6.1225      0.0023       
4.6221e-4    -6.9418      -6.9412      -6.4821      0.0024       
4.6298e-4    -7.2839      -7.2832      -6.8255      0.0026       
4.6376e-4    -7.6086      -7.6079      -7.1517      0.0028       
4.6453e-4    -7.9154      -7.9147      -7.4600      0.0029       
4.6531e-4    -8.2034      -8.2026      -7.7497      0.0030       
4.6608e-4    -8.4719      -8.4712      -8.0202      0.0031       
4.6686e-4    -8.7204      -8.7196      -8.2708      0.0032       
4.6734e-4    -8.8653      -8.8645      -8.4171      0.0033       
4.6782e-4    -9.0019      -9.0011      -8.5554      0.0033       
4.6831e-4    -9.1302      -9.1294      -8.6854      0.0034       
4.6867e-4    -9.2209      -9.2201      -8.7774      0.0034       
4.6903e-4    -9.3068      -9.3060      -8.8648      0.0035       
4.6940e-4    -9.3878      -9.3870      -8.9474      0.0035       
4.6976e-4    -9.4640      -9.4631      -9.0252      0.0035       
4.7012e-4    -9.5352      -9.5344      -9.0982      0.0036       
4.7040e-4    -9.5854      -9.5845      -9.1498      0.0036       
4.7067e-4    -9.6328      -9.6319      -9.1986      0.0036       
4.7094e-4    -9.6773      -9.6764      -9.2447      0.0036       
4.7121e-4    -9.7190      -9.7181      -9.2881      0.0036       
4.7149e-4    -9.7579      -9.7570      -9.3288      0.0036       
